Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,
"(Chennai Super Kings, Kolkata Knight Riders)",,,,,,,,,,,,,,,
JA Morkel,2008-2012,5,4,1,39,28*,13.00,21,185.71,0,0,0,2,3,
(Chennai Super Kings),,,,,,,,,,,,,,,
K Nitish Kumar Reddy,2023-2025,3,2,0,39,20,19.50,36,108.33,0,0,0,3,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
A Raghuvanshi,2024-2025,2,2,0,39,26,19.50,22,177.27,0,0,0,3,3,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
SP Narine,2012-2025,16,11,3,38,9*,4.75,41,92.68,0,0,2,5,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
P Negi,2015-2019,3,3,0,38,35,12.66,28,135.71,0,0,1,1,3,
"(Chennai Super Kings, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
LRPL Taylor,2008-2013,4,3,1,38,23,19.00,27,140.74,0,0,0,3,2,
"(Delhi Daredevils, Pune Warriors, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
R Vinay Kumar,2008-2016,12,5,3,38,26*,19.00,33,115.15,0,0,1,4,1,
"(Kochi Tuskers Kerala, Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
BCJ Cutting,2017-2019,5,4,1,37,20,12.33,28,132.14,0,0,0,4,1,
"(Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Y Venugopal Rao,2011-2011,1,1,0,37,37,37.00,27,137.03,0,0,0,4,1,
(Delhi Daredevils),,,,,,,,,,,,,,,
HR Shokeen,2022-2023,6,3,2,36,18*,36.00,36,100.00,0,0,0,5,0,
(Mumbai Indians),,,,,,,,,,,,,,,
JD Unadkat,2013-2022,11,3,1,36,24,18.00,25,144.00,0,0,0,2,2,
"(Delhi Daredevils, Kolkata Knight Riders, Mumbai Indians, Rajasthan Royals, Rising Pune Supergiant, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
CR Woakes,2017-2021,5,3,1,35,15*,17.50,30,116.66,0,0,0,2,1,
"(Delhi Capitals, Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
B Kumar,2012-2025,14,7,3,34,8,8.50,43,79.06,0,0,0,2,0,
"(Pune Warriors, Royal Challengers Bengaluru, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
S Gopal,2014-2024,9,4,2,33,13*,16.50,37,89.18,0,0,0,3,1,
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
M Morkel,2011-2015,4,2,1,33,23*,33.00,18,183.33,0,0,0,4,0,
"(Delhi Daredevils, Kolkata Knight Riders)",,,,,,,,,,,,,,,
Shashank Singh,2022-2022,2,2,1,33,25*,33.00,15,220.00,0,0,0,1,4,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
PC Valthaty,2011-2011,1,1,0,33,33,33.00,38,86.84,0,0,0,1,2,
(Kings XI Punjab),,,,,,,,,,,,,,,
Anuj Rawat,2022-2023,3,3,0,32,26,10.66,30,106.66,0,0,1,5,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
DT Christian,2011-2021,6,4,1,32,18,10.66,38,84.21,0,0,0,2,0,
"(Deccan Chargers, Delhi Daredevils, Rising Pune Supergiant, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
MG Johnson,2013-2018,14,8,7,32,10*,32.00,30,106.66,0,0,0,1,2,
"(Kings XI Punjab, Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
A Mhatre,2025-2025,1,1,0,32,32,32.00,15,213.33,0,0,0,4,2,
(Chennai Super Kings),,,,,,,,,,,,,,,
NV Ojha,2011-2017,4,4,0,32,13,8.00,40,80.00,0,0,0,2,0,
"(Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
JJ Bumrah,2014-2025,46,8,8,31,16*,-,35,88.57,0,0,0,2,1,
(Mumbai Indians),,,,,,,,,,,,,,,
AD Mathews,2013-2015,2,2,0,31,19,15.50,28,110.71,0,0,0,0,2,
"(Delhi Daredevils, Pune Warriors)",,,,,,,,,,,,,,,
TG Southee,2015-2022,7,3,0,31,25,10.33,17,182.35,0,0,1,1,2,
"(Kolkata Knight Riders, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
RE Levi,2012-2012,4,4,0,30,29,7.50,29,103.44,0,0,2,4,1,
(Mumbai Indians),,,,,,,,,,,,,,,
N Saini,2012-2012,1,1,0,30,30,30.00,25,120.00,0,0,0,5,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
KC Sangakkara,2008-2011,2,2,0,30,27,15.00,32,93.75,0,0,0,1,1,
"(Deccan Chargers, Kings XI Punjab)",,,,,,,,,,,,,,,
Vishnu Vinod,2023-2023,1,1,0,30,30,30.00,20,150.00,0,0,0,2,2,
(Mumbai Indians),,,,,,,,,,,,,,,
A Taide,2023-2023,1,1,0,29,29,29.00,17,170.58,0,0,0,3,1,
(Punjab Kings),,,,,,,,,,,,,,,
SM Pollock,2008-2008,4,2,0,28,28,14.00,13,215.38,0,0,1,3,2,
(Mumbai Indians),,,,,,,,,,,,,,,
RR Powar,2008-2011,2,1,1,28,28*,-,21,133.33,0,0,0,4,1,
"(Kings XI Punjab, Kochi Tuskers Kerala)",,,,,,,,,,,,,,,
Kuldeep Yadav,2017-2022,7,4,4,27,16*,-,19,142.10,0,0,0,3,1,
"(Delhi Capitals, Kolkata Knight Riders)",,,,,,,,,,,,,,,
SP Fleming,2008-2008,1,1,0,26,26,26.00,29,89.65,0,0,0,4,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
P Kumar,2008-2017,8,4,1,26,24,8.66,22,118.18,0,0,2,1,2,
"(Gujarat Lions, Kings XI Punjab, Mumbai Indians, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Prabhsimran Singh,2023-2023,1,1,0,26,26,26.00,17,152.94,0,0,0,1,2,
(Punjab Kings),,,,,,,,,,,,,,,
R Ravindra,2024-2025,2,2,0,26,21,13.00,25,104.00,0,0,0,2,1,
(Chennai Super Kings),,,,,,,,,,,,,,,
DB Das,2012-2013,2,2,0,25,23,12.50,20,125.00,0,0,0,2,2,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
M Jansen,2022-2024,2,2,1,25,17,25.00,17,147.05,0,0,0,1,2,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
M Kartik,2011-2012,2,2,1,25,14*,25.00,22,113.63,0,0,0,2,1,
(Pune Warriors),,,,,,,,,,,,,,,
WA Mota,2008-2008,1,1,0,25,25,25.00,26,96.15,0,0,0,2,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
GC Smith,2008-2008,1,1,0,25,25,25.00,21,119.04,0,0,0,5,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
RR Rossouw,2014-2014,1,1,0,24,24,24.00,14,171.42,0,0,0,1,2,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
PR Shah,2008-2011,3,2,0,24,19,12.00,28,85.71,0,0,0,2,0,
"(Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
RS Bopara,2015-2015,1,1,0,23,23,23.00,27,85.18,0,0,0,1,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
R Rampaul,2013-2013,1,1,1,23,23*,-,18,127.77,0,0,0,3,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
R Sharma,2011-2013,3,3,1,23,13,11.50,21,109.52,0,0,1,2,1,
(Pune Warriors),,,,,,,,,,,,,,,
AB Agarkar,2008-2012,3,2,1,22,15,22.00,20,110.00,0,0,0,3,0,
"(Delhi Daredevils, Kolkata Knight Riders)",,,,,,,,,,,,,,,
DJ Jacobs,2011-2012,3,3,0,22,12,7.33,41,53.65,0,0,1,3,0,
(Mumbai Indians),,,,,,,,,,,,,,,
AS Joseph,2019-2023,5,2,2,22,15*,-,25,88.00,0,0,0,3,0,
"(Gujarat Titans, Mumbai Indians)",,,,,,,,,,,,,,,
S Vidyut,2008-2008,2,2,0,22,16,11.00,18,122.22,0,0,0,4,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
KK Cooper,2012-2014,3,3,2,21,14,21.00,10,210.00,0,0,0,0,3,
(Rajasthan Royals),,,,,,,,,,,,,,,
TK Curran,2021-2021,2,1,0,21,21,21.00,16,131.25,0,0,0,2,0,
(Delhi Capitals),,,,,,,,,,,,,,,
B Indrajith,2022-2022,2,2,0,21,15,10.50,24,87.50,0,0,0,2,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
SL Malinga,2011-2019,43,7,2,21,8,4.20,14,150.00,0,0,2,1,2,
(Mumbai Indians),,,,,,,,,,,,,,,
A Mishra,2008-2021,7,3,1,21,18*,10.50,17,123.52,0,0,0,4,0,
"(Deccan Chargers, Delhi Capitals, Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
C Bosch,2025-2025,1,1,0,20,20,20.00,10,200.00,0,0,0,2,1,
(Mumbai Indians),,,,,,,,,,,,,,,
BR Dunk,2014-2014,2,2,0,20,15,10.00,18,111.11,0,0,0,3,0,
(Mumbai Indians),,,,,,,,,,,,,,,
AL Menaria,2011-2012,2,1,0,20,20,20.00,15,133.33,0,0,0,2,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
Mohammed Siraj,2018-2024,9,3,3,20,12*,-,17,117.64,0,0,0,0,2,
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
WD Parnell,2011-2014,3,2,0,20,11,10.00,22,90.90,0,0,0,3,0,
"(Delhi Daredevils, Pune Warriors)",,,,,,,,,,,,,,,
S Sohal,2011-2011,1,1,0,20,20,20.00,22,90.90,0,0,0,0,2,
(Deccan Chargers),,,,,,,,,,,,,,,
Azhar Mahmood,2012-2013,2,2,0,19,10,9.50,20,95.00,0,0,0,1,1,
(Kings XI Punjab),,,,,,,,,,,,,,,
Harpreet Brar,2022-2023,3,2,0,19,14,9.50,20,95.00,0,0,0,2,1,
(Punjab Kings),,,,,,,,,,,,,,,
JO Holder,2022-2023,4,3,1,19,11,9.50,25,76.00,0,0,0,2,1,
"(Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,,
CA Pujara,2014-2014,1,1,0,19,19,19.00,18,105.55,0,0,0,4,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
SK Rasheed,2025-2025,1,1,0,19,19,19.00,20,95.00,0,0,0,1,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
DR Sams,2022-2022,4,4,1,19,15,6.33,25,76.00,0,0,0,0,1,
(Mumbai Indians),,,,,,,,,,,,,,,
R Bhatia,2011-2016,4,3,0,18,12,6.00,15,120.00,0,0,0,2,0,
"(Kolkata Knight Riders, Rising Pune Supergiants)",,,,,,,,,,,,,,,
DL Chahar,2018-2025,15,6,2,18,10,4.50,16,112.50,0,0,2,1,1,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
UBT Chand,2013-2015,3,3,0,18,13,6.00,19,94.73,0,0,1,2,0,
"(Delhi Daredevils, Mumbai Indians)",,,,,,,,,,,,,,,
SC Ganguly,2008-2012,2,2,0,18,15,9.00,26,69.23,0,0,0,2,0,
"(Kolkata Knight Riders, Pune Warriors)",,,,,,,,,,,,,,,
MJ Santner,2022-2025,8,4,2,18,9,9.00,21,85.71,0,0,0,1,1,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
AU Verma,2025-2025,1,1,1,18,18*,-,8,225.00,0,0,0,0,2,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
MS Bisla,2013-2013,1,1,0,17,17,17.00,19,89.47,0,0,0,3,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
SP Goswami,2011-2018,4,4,0,17,12,4.25,18,94.44,0,0,2,2,0,
"(Kolkata Knight Riders, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
A Manohar,2022-2023,3,3,1,17,15*,8.50,11,154.54,0,0,1,3,0,
(Gujarat Titans),,,,,,,,,,,,,,,
DJ Mitchell,2024-2024,1,1,0,17,17,17.00,14,121.42,0,0,0,1,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
JA Richardson,2021-2024,4,3,0,17,15,5.66,26,65.38,0,0,1,2,0,
"(Delhi Capitals, Punjab Kings)",,,,,,,,,,,,,,,
BA Stokes,2017-2021,3,3,1,17,17,8.50,15,113.33,0,0,1,2,0,
"(Rajasthan Royals, Rising Pune Supergiant)",,,,,,,,,,,,,,,
S Chanderpaul,2008-2008,1,1,0,16,16,16.00,11,145.45,0,0,0,3,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
KA Jamieson,2021-2021,2,1,0,16,16,16.00,13,123.07,0,0,0,1,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
SD Chitnis,2008-2012,2,1,0,15,15,15.00,6,250.00,0,0,0,1,1,
"(Kings XI Punjab, Mumbai Indians)",,,,,,,,,,,,,,,
SD Lad,2019-2019,1,1,0,15,15,15.00,13,115.38,0,0,0,1,1,
(Mumbai Indians),,,,,,,,,,,,,,,
HV Patel,2012-2025,12,4,2,15,9*,7.50,14,107.14,0,0,1,0,2,
"(Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
AD Nath,2016-2019,2,2,0,14,12,7.00,14,100.00,0,0,0,1,0,
"(Gujarat Lions, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
PVD Chameera,2022-2022,4,2,1,14,13,14.00,8,175.00,0,0,0,2,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
RT Ponting,2013-2013,2,2,0,14,14,7.00,23,60.86,0,0,1,2,0,
(Mumbai Indians),,,,,,,,,,,,,,,
HH Gibbs,2012-2012,1,1,0,13,13,13.00,24,54.16,0,0,0,1,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Ravi Bishnoi,2022-2025,6,1,0,13,13,13.00,14,92.85,0,0,0,0,2,
(Lucknow Super Giants),,,,,,,,,,,,,,,
Salman Butt,2008-2008,1,1,0,13,13,13.00,13,100.00,0,0,0,1,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
KB Arun Karthik,2013-2013,1,1,0,12,12,12.00,8,150.00,0,0,0,0,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
G Coetzee,2024-2024,5,2,0,12,8,6.00,16,75.00,0,0,0,0,1,
(Mumbai Indians),,,,,,,,,,,,,,,
CJ Ferguson,2012-2012,1,1,0,12,12,12.00,13,92.30,0,0,0,1,0,
(Pune Warriors),,,,,,,,,,,,,,,
PW Hasaranga,2022-2023,5,1,1,12,12*,-,8,150.00,0,0,0,2,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
M Kaif,2008-2011,2,1,0,12,12,12.00,11,109.09,0,0,0,0,1,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
M Markande,2018-2022,9,3,2,12,7*,12.00,10,120.00,0,0,0,1,0,
(Mumbai Indians),,,,,,,,,,,,,,,
MD Mishra,2011-2011,1,1,0,12,12,12.00,10,120.00,0,0,0,2,0,
(Pune Warriors),,,,,,,,,,,,,,,
EJG Morgan,2013-2021,3,3,0,12,7,4.00,17,70.58,0,0,1,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
JD Ryder,2011-2011,1,1,0,12,12,12.00,15,80.00,0,0,0,2,0,
(Pune Warriors),,,,,,,,,,,,,,,
Sanvir Singh,2023-2024,2,2,2,12,8*,-,10,120.00,0,0,0,1,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
RA Bawa,2022-2022,1,1,0,11,11,11.00,13,84.61,0,0,0,1,0,
(Punjab Kings),,,,,,,,,,,,,,,
B Chipli,2011-2012,2,2,0,11,10,5.50,14,78.57,0,0,0,1,0,
(Deccan Chargers),,,,,,,,,,,,,,,
R Dhawan,2013-2022,6,2,1,11,6,11.00,8,137.50,0,0,0,2,0,
"(Kings XI Punjab, Mumbai Indians, Punjab Kings)",,,,,,,,,,,,,,,
MW Short,2023-2023,1,1,0,11,11,11.00,10,110.00,0,0,0,2,0,
(Punjab Kings),,,,,,,,,,,,,,,
UT Yadav,2012-2023,11,5,4,11,5*,11.00,10,110.00,0,0,0,2,0,
"(Delhi Daredevils, Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
A Ashish Reddy,2012-2012,1,1,0,10,10,10.00,10,100.00,0,0,0,0,1,
(Deccan Chargers),,,,,,,,,,,,,,,
DH Yagnik,2013-2013,1,1,0,10,10,10.00,14,71.42,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
S Anirudha,2011-2011,1,1,0,9,9,9.00,9,100.00,0,0,0,0,1,
(Chennai Super Kings),,,,,,,,,,,,,,,
SD Chauhan,2024-2024,1,1,0,9,9,9.00,8,112.50,0,0,0,1,0,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
Mohammed Shami,2018-2025,11,1,1,9,9*,-,12,75.00,0,0,0,0,0,
"(Delhi Daredevils, Gujarat Titans, Kings XI Punjab, Punjab Kings, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
PD Salt,2024-2025,2,2,0,9,5,4.50,5,180.00,0,0,0,2,0,
"(Kolkata Knight Riders, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
OF Smith,2022-2022,1,1,1,9,9*,-,12,75.00,0,0,0,0,1,
(Punjab Kings),,,,,,,,,,,,,,,
J Syed Mohammad,2012-2013,2,1,0,9,9,9.00,11,81.81,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
YS Chahal,2014-2024,14,1,1,8,8*,-,21,38.09,0,0,0,0,0,
"(Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
DP Conway,2022-2023,4,4,0,8,5,2.00,22,36.36,0,0,2,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
SB Dubey,2024-2024,1,1,1,8,8*,-,6,133.33,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
CJ McKay,2012-2012,1,1,0,8,8,8.00,15,53.33,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Rahmanullah Gurbaz,2023-2023,1,1,0,8,8,8.00,12,66.66,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
L Ronchi,2008-2008,1,1,0,8,8,8.00,10,80.00,0,0,0,2,0,
(Mumbai Indians),,,,,,,,,,,,,,,
VR Aaron,2014-2022,3,1,1,7,7*,-,8,87.50,0,0,0,1,0,
"(Gujarat Titans, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Avesh Khan,2021-2025,7,2,1,7,7*,7.00,3,233.33,0,0,1,0,1,
"(Delhi Capitals, Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,,
M Ashwin,2016-2021,3,1,0,6,6,6.00,14,42.85,0,0,0,0,0,
"(Punjab Kings, Rising Pune Supergiants)",,,,,,,,,,,,,,,
Iqbal Abdulla,2011-2016,4,1,1,6,6*,-,11,54.54,0,0,0,0,0,
"(Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
DS Kulkarni,2008-2019,15,2,2,6,6*,-,3,200.00,0,0,0,1,0,
"(Gujarat Lions, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
MF Maharoof,2008-2008,1,1,0,6,6,6.00,6,100.00,0,0,0,1,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
NLTC Perera,2011-2013,3,2,2,6,4*,-,10,60.00,0,0,0,0,0,
"(Kochi Tuskers Kerala, Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
SS Prabhudessai,2022-2022,1,1,0,6,6,6.00,5,120.00,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
SK Trivedi,2008-2012,3,2,2,6,5*,-,8,75.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Abdul Samad,2024-2025,2,2,0,5,3,2.50,8,62.50,0,0,0,0,0,
"(Lucknow Super Giants, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Mohammad Hafeez,2008-2008,1,1,0,5,5,5.00,11,45.45,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
PP Ojha,2011-2014,16,3,1,5,3,2.50,15,33.33,0,0,0,0,0,
"(Deccan Chargers, Mumbai Indians)",,,,,,,,,,,,,,,
Rasikh Salam,2019-2019,1,1,1,5,5*,-,4,125.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
SE Rutherford,2022-2022,1,1,0,5,5,5.00,10,50.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Shivam Mavi,2021-2022,4,1,0,5,5,5.00,7,71.42,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Sohail Tanvir,2008-2008,1,1,0,5,5,5.00,5,100.00,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
MA Starc,2014-2024,3,2,0,5,5,2.50,6,83.33,0,0,1,1,0,
"(Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
AA Chavan,2011-2013,3,1,0,4,4,4.00,2,200.00,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
A Dananjaya,2018-2018,1,1,1,4,4*,-,5,80.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Harshit Rana,2022-2025,2,2,1,4,4,4.00,9,44.44,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
B Laughlin,2013-2013,1,1,1,4,4*,-,8,50.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
GD McGrath,2008-2008,1,1,1,4,4*,-,3,133.33,0,0,0,1,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
A Madhwal,2023-2024,7,1,1,4,4*,-,5,80.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
PN Mankad,2022-2022,1,1,1,4,4*,-,1,400.00,0,0,0,1,0,
(Punjab Kings),,,,,,,,,,,,,,,
Mukesh Choudhary,2022-2022,3,1,0,4,4,4.00,4,100.00,0,0,0,1,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
J Overton,2025-2025,1,1,1,4,4*,-,3,133.33,0,0,0,1,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
Prince Yadav,2025-2025,1,1,1,4,4*,-,9,44.44,0,0,0,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
MN Samuels,2012-2012,1,1,0,4,4,4.00,4,100.00,0,0,0,0,0,
(Pune Warriors),,,,,,,,,,,,,,,
I Sharma,2008-2024,7,1,0,4,4,4.00,5,80.00,0,0,0,1,0,
"(Deccan Chargers, Delhi Capitals, Kings XI Punjab, Kolkata Knight Riders, Rising Pune Supergiants, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
MM Sharma,2013-2023,9,4,3,4,3*,4.00,11,36.36,0,0,1,0,0,
"(Chennai Super Kings, Gujarat Titans, Kings XI Punjab)",,,,,,,,,,,,,,,
DJM Short,2018-2018,1,1,0,4,4,4.00,5,80.00,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
RP Singh,2011-2016,9,3,1,4,3,2.00,10,40.00,0,0,1,0,0,
"(Kochi Tuskers Kerala, Mumbai Indians, Rising Pune Supergiants, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
HE van der Dussen,2022-2022,1,1,0,4,4,4.00,4,100.00,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
B Akhil,2008-2008,1,1,1,3,3*,-,5,60.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Basil Thampi,2017-2019,3,1,0,3,3,3.00,6,50.00,0,0,0,0,0,
"(Gujarat Lions, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
TA Boult,2015-2025,16,3,3,3,2*,-,2,150.00,0,0,0,0,0,
"(Delhi Capitals, Delhi Daredevils, Kolkata Knight Riders, Mumbai Indians, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
NM Coulter-Nile,2015-2015,1,1,1,3,3*,-,2,150.00,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
AB Dinda,2008-2014,4,2,2,3,2*,-,5,60.00,0,0,0,0,0,
"(Kolkata Knight Riders, Pune Warriors, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
SP Jackson,2022-2022,1,1,1,3,3*,-,3,100.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
VY Mahesh,2008-2008,1,1,0,3,3,3.00,10,30.00,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
Mohammad Asif,2008-2008,1,1,0,3,3,3.00,5,60.00,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
KMA Paul,2019-2019,1,1,0,3,3,3.00,5,60.00,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
DW Steyn,2012-2015,3,2,0,3,3,1.50,6,50.00,0,0,1,0,0,
"(Deccan Chargers, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Akash Deep,2022-2024,2,1,1,2,2*,-,2,100.00,0,0,0,0,0,
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
Arshad Khan,2023-2024,3,2,0,2,2,1.00,5,40.00,0,0,1,0,0,
"(Lucknow Super Giants, Mumbai Indians)",,,,,,,,,,,,,,,
J Botha,2011-2012,2,1,0,2,2,2.00,3,66.66,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Fazalhaq Farooqi,2022-2022,3,1,1,2,2*,-,8,25.00,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
CRD Fernando,2008-2008,1,1,1,2,2*,-,1,200.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Gurkeerat Singh,2013-2013,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
GB Hogg,2012-2012,1,1,0,2,2,2.00,5,40.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Imran Tahir,2014-2021,6,1,1,2,2*,-,2,100.00,0,0,0,0,0,
"(Chennai Super Kings, Delhi Daredevils, Rising Pune Supergiant)",,,,,,,,,,,,,,,
IR Jaggi,2012-2012,1,1,0,2,2,2.00,7,28.57,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
DC Jurel,2023-2024,2,1,0,2,2,2.00,3,66.66,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
S Randiv,2011-2011,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
S Kaul,2014-2022,5,1,0,2,2,2.00,9,22.22,0,0,0,0,0,
"(Delhi Daredevils, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
B Lee,2011-2011,1,1,1,2,2*,-,3,66.66,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
S Nadeem,2011-2018,5,2,0,2,2,1.00,4,50.00,0,0,1,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
TD Paine,2011-2011,1,1,0,2,2,2.00,9,22.22,0,0,0,0,0,
(Pune Warriors),,,,,,,,,,,,,,,
MM Patel,2008-2017,17,4,4,2,1*,-,7,28.57,0,0,0,0,0,
