Player,Span,Mat,Inns,NO,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,
(Rajasthan Royals),,,,,,,,,,,,,,,
RD Gaikwad,2024-2024,1,1,0,26,26,26.00,21,123.80,0,0,0,3,1,
(Chennai Super Kings),,,,,,,,,,,,,,,
Shahid Afridi,2008-2008,5,5,0,26,13,5.20,21,123.80,0,0,1,2,2,
(Deccan Chargers),,,,,,,,,,,,,,,
RN ten Doeschate,2013-2014,2,2,1,26,25*,26.00,20,130.00,0,0,0,2,1,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
BCJ Cutting,2017-2018,3,2,1,25,16*,25.00,15,166.66,0,0,0,1,2,
"(Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
IR Jaggi,2011-2011,1,1,0,25,25,25.00,28,89.28,0,0,0,3,0,
(Deccan Chargers),,,,,,,,,,,,,,,
CA Pujara,2011-2011,1,1,0,25,25,25.00,15,166.66,0,0,0,4,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
SB Styris,2008-2008,2,2,0,25,20,12.50,31,80.64,0,0,0,3,0,
(Deccan Chargers),,,,,,,,,,,,,,,
A Chopra,2008-2008,1,1,0,24,24,24.00,23,104.34,0,0,0,3,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
BB McCullum,2015-2017,3,3,0,24,12,8.00,34,70.58,0,0,0,3,0,
"(Chennai Super Kings, Gujarat Lions)",,,,,,,,,,,,,,,
RP Singh,2008-2008,7,6,4,23,10,11.50,17,135.29,0,0,0,2,1,
(Deccan Chargers),,,,,,,,,,,,,,,
SM Curran,2023-2023,1,1,0,22,22,22.00,15,146.66,0,0,0,3,1,
(Punjab Kings),,,,,,,,,,,,,,,
NS Naik,2016-2016,1,1,0,22,22,22.00,28,78.57,0,0,0,1,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
SK Warne,2008-2011,2,1,1,22,22*,-,9,244.44,0,0,0,2,2,
(Rajasthan Royals),,,,,,,,,,,,,,,
M Jansen,2023-2025,6,4,2,21,13,10.50,18,116.66,0,0,0,3,0,
"(Punjab Kings, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
WPUJC Vaas,2008-2008,4,3,1,21,12*,10.50,17,123.52,0,0,1,0,1,
(Deccan Chargers),,,,,,,,,,,,,,,
Gurkeerat Singh,2013-2015,2,2,0,20,17,10.00,17,117.64,0,0,0,1,1,
(Kings XI Punjab),,,,,,,,,,,,,,,
P Kumar,2011-2017,8,4,3,20,7*,20.00,23,86.95,0,0,0,1,0,
"(Gujarat Lions, Kings XI Punjab, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
AL Menaria,2011-2012,2,1,0,20,20,20.00,17,117.64,0,0,0,1,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
AG Paunikar,2011-2011,1,1,0,20,20,20.00,19,105.26,0,0,0,4,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
AA Jhunjhunwala,2012-2012,1,1,0,19,19,19.00,20,95.00,0,0,0,0,1,
(Deccan Chargers),,,,,,,,,,,,,,,
P Ray Barman,2019-2019,1,1,0,19,19,19.00,24,79.16,0,0,0,2,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Umran Malik,2023-2024,4,1,1,19,19*,-,8,237.50,0,0,0,1,2,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
Azhar Mahmood,2012-2013,2,2,0,18,14,9.00,13,138.46,0,0,0,3,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
S Gopal,2018-2019,2,1,0,18,18,18.00,18,100.00,0,0,0,2,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
HV Patel,2012-2025,9,3,3,18,12*,-,17,105.88,0,0,0,0,0,
"(Punjab Kings, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
AU Rashid,2023-2023,1,1,0,18,18,18.00,13,138.46,0,0,0,1,1,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
UBT Chand,2013-2013,1,1,0,17,17,17.00,24,70.83,0,0,0,3,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
JR Hopes,2011-2011,1,1,1,17,17*,-,10,170.00,0,0,0,2,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
LPC Silva,2008-2008,2,2,0,17,17,8.50,16,106.25,0,0,1,3,0,
(Deccan Chargers),,,,,,,,,,,,,,,
TM Dilshan,2011-2013,3,3,0,16,7,5.33,29,55.17,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
SP Jackson,2017-2017,1,1,0,16,16,16.00,17,94.11,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
UT Yadav,2013-2019,6,2,1,16,14,16.00,14,114.28,0,0,0,1,1,
"(Delhi Daredevils, Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
MS Bisla,2013-2013,1,1,0,15,15,15.00,18,83.33,0,0,0,3,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
CJ Ferguson,2011-2011,1,1,1,15,15*,-,8,187.50,0,0,0,3,0,
(Pune Warriors),,,,,,,,,,,,,,,
P Negi,2015-2015,1,1,0,15,15,15.00,11,136.36,0,0,0,1,1,
(Chennai Super Kings),,,,,,,,,,,,,,,
RR Sarwan,2008-2008,1,1,0,15,15,15.00,15,100.00,0,0,0,2,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
R Shepherd,2024-2024,1,1,1,15,15*,-,6,250.00,0,0,0,2,1,
(Mumbai Indians),,,,,,,,,,,,,,,
SP Fleming,2008-2008,1,1,0,14,14,14.00,9,155.55,0,0,0,3,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
LR Shukla,2008-2008,1,1,1,14,14*,-,3,466.66,0,0,0,2,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
R Vinay Kumar,2008-2015,4,2,0,14,7,7.00,11,127.27,0,0,0,2,0,
"(Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
SB Bangar,2008-2008,5,4,0,13,8,3.25,26,50.00,0,0,1,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
Basil Thampi,2017-2018,2,1,1,13,13*,-,8,162.50,0,0,0,0,1,
"(Gujarat Lions, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
SW Billings,2017-2019,3,2,0,13,13,6.50,13,100.00,0,0,1,3,0,
"(Chennai Super Kings, Delhi Daredevils)",,,,,,,,,,,,,,,
Bipul Sharma,2015-2017,9,2,0,13,8,6.50,12,108.33,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
MG Johnson,2013-2017,3,1,1,13,13*,-,14,92.85,0,0,0,0,1,
"(Kings XI Punjab, Mumbai Indians)",,,,,,,,,,,,,,,
DJ Mitchell,2024-2024,1,1,0,13,13,13.00,11,118.18,0,0,0,1,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
GD Phillips,2023-2023,3,3,0,13,8,4.33,11,118.18,0,0,1,1,1,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
AS Roy,2023-2023,1,1,1,13,13*,-,7,185.71,0,0,0,2,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
MM Ali,2018-2024,3,2,0,12,10,6.00,15,80.00,0,0,0,2,0,
"(Chennai Super Kings, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Kamran Akmal,2008-2008,1,1,0,12,12,12.00,9,133.33,0,0,0,1,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
JA Morkel,2008-2008,1,1,1,12,12*,-,12,100.00,0,0,0,1,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
S Rana,2014-2014,1,1,1,12,12*,-,7,171.42,0,0,0,2,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
R Ravindra,2024-2024,1,1,0,12,12,12.00,9,133.33,0,0,0,2,0,
(Chennai Super Kings),,,,,,,,,,,,,,,
Swapnil Singh,2024-2024,1,1,0,12,12,12.00,6,200.00,0,0,0,1,1,
(Royal Challengers Bengaluru),,,,,,,,,,,,,,,
BMAJ Mendis,2013-2013,1,1,0,11,11,11.00,9,122.22,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
RD Rickelton,2025-2025,1,1,0,11,11,11.00,8,137.50,0,0,0,2,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Sandeep Sharma,2014-2025,18,5,3,11,5*,5.50,10,110.00,0,0,2,1,0,
"(Kings XI Punjab, Rajasthan Royals, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
DNT Zoysa,2008-2008,2,2,1,11,10*,11.00,9,122.22,0,0,0,1,0,
(Deccan Chargers),,,,,,,,,,,,,,,
KC Cariappa,2017-2019,2,2,1,10,9*,10.00,8,125.00,0,0,0,0,1,
"(Kings XI Punjab, Kolkata Knight Riders)",,,,,,,,,,,,,,,
RD Chahar,2019-2024,4,3,0,10,10,3.33,17,58.82,0,0,2,2,0,
"(Mumbai Indians, Punjab Kings)",,,,,,,,,,,,,,,
SN Khan,2015-2023,2,2,1,10,10,10.00,9,111.11,0,0,0,0,1,
"(Delhi Capitals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Mujeeb Ur Rahman,2018-2019,2,2,1,10,10*,10.00,8,125.00,0,0,1,2,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
Parvez Rasool,2014-2016,2,1,0,10,10,10.00,9,111.11,0,0,0,1,0,
"(Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
PR Shah,2008-2008,1,1,0,10,10,10.00,6,166.66,0,0,0,2,0,
(Mumbai Indians),,,,,,,,,,,,,,,
MM Sharma,2013-2017,4,1,0,10,10,10.00,5,200.00,0,0,0,0,1,
"(Chennai Super Kings, Kings XI Punjab)",,,,,,,,,,,,,,,
SN Thakur,2017-2025,7,3,0,10,8,3.33,9,111.11,0,0,1,1,0,
"(Chennai Super Kings, Kolkata Knight Riders, Lucknow Super Giants, Rising Pune Supergiant)",,,,,,,,,,,,,,,
JD Unadkat,2011-2025,13,4,3,10,8*,10.00,13,76.92,0,0,0,1,0,
"(Kolkata Knight Riders, Rajasthan Royals, Rising Pune Supergiant, Royal Challengers Bangalore, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
M Markande,2018-2024,9,3,3,9,6*,-,7,128.57,0,0,0,1,0,
"(Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
T Taibu,2008-2008,1,1,0,9,9,9.00,5,180.00,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
BJ Hodge,2013-2013,1,1,0,8,8,8.00,7,114.28,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Mohammed Shami,2013-2025,7,3,2,8,6*,8.00,6,133.33,0,0,0,1,0,
"(Delhi Daredevils, Kings XI Punjab, Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
AS Rajpoot,2018-2018,1,1,0,8,8,8.00,9,88.88,0,0,0,1,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
AP Tare,2014-2016,3,2,0,8,8,4.00,15,53.33,0,0,1,1,0,
"(Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
DJ Thornely,2008-2008,1,1,0,8,8,8.00,18,44.44,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
R Ashwin,2013-2024,6,4,2,7,4,3.50,11,63.63,0,0,1,0,0,
"(Chennai Super Kings, Kings XI Punjab, Rajasthan Royals, Rising Pune Supergiants)",,,,,,,,,,,,,,,
RK Bhui,2018-2019,2,2,0,7,7,3.50,17,41.17,0,0,1,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
VR Iyer,2023-2023,1,1,0,7,7,7.00,4,175.00,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
MK Lomror,2023-2024,2,1,0,7,7,7.00,4,175.00,0,0,0,1,0,
"(Royal Challengers Bangalore, Royal Challengers Bengaluru)",,,,,,,,,,,,,,,
I Malhotra,2011-2011,1,1,1,7,7*,-,4,175.00,0,0,0,1,0,
(Deccan Chargers),,,,,,,,,,,,,,,
Y Nagar,2011-2012,2,1,1,7,7*,-,3,233.33,0,0,0,0,1,
(Delhi Daredevils),,,,,,,,,,,,,,,
KMA Paul,2019-2019,1,1,0,7,7,7.00,4,175.00,0,0,0,0,1,
(Delhi Capitals),,,,,,,,,,,,,,,
J Theron,2012-2012,1,1,1,7,7*,-,6,116.66,0,0,0,1,0,
(Deccan Chargers),,,,,,,,,,,,,,,
SD Chitnis,2012-2012,1,1,1,6,6*,-,5,120.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
A Choudhary,2017-2017,1,1,1,6,6*,-,2,300.00,0,0,0,0,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
JP Faulkner,2013-2013,1,1,0,6,6,6.00,3,200.00,0,0,0,0,1,
(Rajasthan Royals),,,,,,,,,,,,,,,
TS Mills,2017-2017,1,1,0,6,6,6.00,3,200.00,0,0,0,0,1,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Sanvir Singh,2024-2024,2,1,1,6,6*,-,4,150.00,0,0,0,1,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
MA Starc,2014-2015,2,1,0,6,6,6.00,6,100.00,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
CR Woakes,2017-2017,1,1,1,6,6*,-,3,200.00,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
P Dogra,2013-2013,1,1,0,5,5,5.00,8,62.50,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
W Jaffer,2008-2008,1,1,0,5,5,5.00,5,100.00,0,0,0,1,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
AD Mascarenhas,2013-2013,1,1,1,5,5*,-,5,100.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
RV Patel,2023-2023,1,1,0,5,5,5.00,6,83.33,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
B Sai Sudharsan,2025-2025,1,1,0,5,5,5.00,9,55.55,0,0,0,0,0,
(Gujarat Titans),,,,,,,,,,,,,,,
MN Samuels,2013-2013,1,1,0,5,5,5.00,9,55.55,0,0,0,1,0,
(Pune Warriors),,,,,,,,,,,,,,,
I Sharma,2008-2025,20,6,5,5,2,5.00,9,55.55,0,0,0,0,0,
"(Deccan Chargers, Delhi Capitals, Gujarat Titans, Kings XI Punjab, Kolkata Knight Riders, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Sikandar Raza,2023-2023,1,1,0,5,5,5.00,6,83.33,0,0,0,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
B Stanlake,2018-2018,3,1,1,5,5*,-,2,250.00,0,0,0,1,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
YV Takawale,2008-2008,1,1,1,5,5*,-,5,100.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Aman Hakim Khan,2023-2023,1,1,0,4,4,4.00,2,200.00,0,0,0,1,0,
(Delhi Capitals),,,,,,,,,,,,,,,
TR Birt,2011-2011,1,1,0,4,4,4.00,8,50.00,0,0,0,0,0,
(Delhi Daredevils),,,,,,,,,,,,,,,
MG Bracewell,2023-2023,1,1,1,4,4*,-,4,100.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
JJ Bumrah,2014-2025,9,2,2,4,4*,-,5,80.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
YS Chahal,2014-2025,8,2,0,4,3,2.00,10,40.00,0,0,0,0,0,
"(Punjab Kings, Rajasthan Royals, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Kuldeep Yadav,2017-2023,3,1,1,4,4*,-,3,133.33,0,0,0,1,0,
"(Delhi Capitals, Kolkata Knight Riders)",,,,,,,,,,,,,,,
DS Kulkarni,2013-2019,5,2,1,4,3*,4.00,6,66.66,0,0,0,0,0,
"(Gujarat Lions, Mumbai Indians, Rajasthan Royals)",,,,,,,,,,,,,,,
CH Morris,2013-2019,4,2,1,4,4,4.00,8,50.00,0,0,0,0,0,
"(Chennai Super Kings, Delhi Capitals, Delhi Daredevils)",,,,,,,,,,,,,,,
Pankaj Singh,2008-2008,1,1,1,4,4*,-,3,133.33,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
Salman Butt,2008-2008,1,1,0,4,4,4.00,4,100.00,0,0,0,1,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
M Shahrukh Khan,2023-2025,2,1,0,4,4,4.00,3,133.33,0,0,0,1,0,
"(Gujarat Titans, Punjab Kings)",,,,,,,,,,,,,,,
Shashank Singh,2024-2025,2,2,0,4,2,2.00,7,57.14,0,0,0,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
DJM Short,2018-2018,1,1,0,4,4,4.00,4,100.00,0,0,0,1,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
AJ Tye,2018-2018,1,1,0,4,4,4.00,2,200.00,0,0,0,1,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
CR Brathwaite,2018-2018,1,1,0,3,3,3.00,4,75.00,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
R Dhawan,2014-2024,3,1,1,3,3*,-,2,150.00,0,0,0,0,0,
"(Kings XI Punjab, Punjab Kings)",,,,,,,,,,,,,,,
D Kalyankrishna,2008-2008,2,1,0,3,3,3.00,8,37.50,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
Mohammed Siraj,2017-2025,8,1,1,3,3*,-,8,37.50,0,0,0,0,0,
"(Gujarat Titans, Royal Challengers Bangalore, Royal Challengers Bengaluru, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
R Ninan,2011-2011,1,1,0,3,3,3.00,6,50.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Simarjeet Singh,2025-2025,3,2,1,3,3*,3.00,6,50.00,0,0,1,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
BB Sran,2016-2018,8,2,1,3,2,3.00,6,50.00,0,0,0,0,0,
"(Kings XI Punjab, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
PV Tambe,2013-2013,1,1,1,3,3*,-,6,50.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
DL Vettori,2011-2011,1,1,1,3,3*,-,6,50.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
S Aravind,2011-2017,2,2,1,2,2*,2.00,5,40.00,0,0,1,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
VG Arora,2023-2023,1,1,1,2,2*,-,1,200.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
H Das,2008-2008,1,1,0,2,2,2.00,5,40.00,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
MJ Guptill,2016-2016,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Harbhajan Singh,2011-2019,7,2,2,2,1*,-,6,33.33,0,0,0,0,0,
"(Chennai Super Kings, Mumbai Indians)",,,,,,,,,,,,,,,
Iqbal Abdulla,2011-2013,2,1,1,2,2*,-,3,66.66,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
M Kartik,2008-2013,2,1,1,2,2*,-,2,100.00,0,0,0,0,0,
"(Kolkata Knight Riders, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
MJ McClenaghan,2015-2019,4,2,1,2,2*,2.00,3,66.66,0,0,1,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
KR Mayers,2023-2023,1,1,0,2,2,2.00,14,14.28,0,0,0,0,0,
(Lucknow Super Giants),,,,,,,,,,,,,,,
A Nortje,2023-2023,1,1,0,2,2,2.00,2,100.00,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
D Padikkal,2023-2023,1,1,0,2,2,2.00,5,40.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
K Rabada,2019-2019,1,1,1,2,2*,-,2,100.00,0,0,0,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
N Saini,2012-2012,1,1,0,2,2,2.00,4,50.00,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
AR Sharma,2024-2024,1,1,0,2,2,2.00,3,66.66,0,0,0,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
Shivam Singh,2024-2024,1,1,1,2,2*,-,3,66.66,0,0,0,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
JC Archer,2019-2025,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
M Ashwin,2016-2019,2,1,1,1,1*,-,1,100.00,0,0,0,0,0,
"(Kings XI Punjab, Rising Pune Supergiants)",,,,,,,,,,,,,,,
CM Gautam,2014-2014,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Harpreet Brar,2023-2024,2,1,0,1,1,1.00,2,50.00,0,0,0,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
S Kaul,2017-2019,15,5,2,1,1,0.33,8,12.50,0,0,2,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
B Laughlin,2018-2018,1,1,1,1,1*,-,3,33.33,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
PHKD Mendis,2025-2025,1,1,0,1,1,1.00,5,20.00,0,0,0,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
Mohit Rathee,2023-2023,1,1,1,1,1*,-,2,50.00,0,0,0,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
A Nehra,2008-2017,10,4,3,1,1*,1.00,2,50.00,0,0,1,0,0,
"(Chennai Super Kings, Delhi Daredevils, Mumbai Indians, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
PP Ojha,2008-2014,12,1,1,1,1*,-,1,100.00,0,0,0,0,0,
"(Deccan Chargers, Mumbai Indians)",,,,,,,,,,,,,,,
RR Raje,2008-2008,1,1,1,1,1*,-,2,50.00,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
D Salunkhe,2008-2008,1,1,0,1,1,1.00,1,100.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
MW Short,2023-2023,1,1,0,1,1,1.00,3,33.33,0,0,0,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
KK Ahmed,2019-2019,4,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
HM Amla,2017-2017,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
KB Arun Karthik,2013-2013,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
MV Boucher,2011-2011,1,1,1,0,0*,-,0,-,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
A Chandila,2012-2012,1,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
AB Dinda,2008-2016,4,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
"(Kolkata Knight Riders, Pune Warriors, Rising Pune Supergiants, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
NT Ellis,2023-2023,1,1,0,0,0,0.00,5,0.00,0,0,1,0,0,
(Punjab Kings),,,,,,,,,,,,,,,
MS Gony,2008-2013,7,2,0,0,0,0.00,1,0.00,0,0,2,0,0,
"(Chennai Super Kings, Deccan Chargers, Kings XI Punjab)",,,,,,,,,,,,,,,
K Gowtham,2018-2024,3,1,0,0,0,0.00,2,0.00,0,0,1,0,0,
"(Lucknow Super Giants, Rajasthan Royals)",,,,,,,,,,,,,,,
Harshit Rana,2023-2023,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
BE Hendricks,2015-2015,1,1,1,0,0*,-,0,-,0,0,0,0,0,
(Kings XI Punjab),,,,,,,,,,,,,,,
AS Joseph,2019-2019,1,1,1,0,0*,-,0,-,0,0,0,0,0,
(Mumbai Indians),,,,,,,,,,,,,,,
Z Khan,2011-2017,3,2,0,0,0,0.00,7,0.00,0,0,2,0,0,
"(Delhi Daredevils, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
M Muralidaran,2008-2014,4,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
"(Chennai Super Kings, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
S Nadeem,2012-2019,5,1,0,0,0,0.00,3,0.00,0,0,1,0,0,
"(Delhi Daredevils, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
P Parameswaran,2012-2012,1,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Y Prithvi Raj,2019-2019,1,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
Rahmanullah Gurbaz,2023-2023,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Kolkata Knight Riders),,,,,,,,,,,,,,,
PD Salt,2023-2023,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Delhi Capitals),,,,,,,,,,,,,,,
PJ Sangwan,2013-2018,3,1,0,0,0,0.00,4,0.00,0,0,1,0,0,
"(Gujarat Lions, Kolkata Knight Riders, Mumbai Indians)",,,,,,,,,,,,,,,
R Sharma,2011-2013,2,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Pune Warriors),,,,,,,,,,,,,,,
SK Trivedi,2008-2013,4,1,1,0,0*,-,1,0.00,0,0,0,0,0,
(Rajasthan Royals),,,,,,,,,,,,,,,
JJ van der Wath,2011-2011,1,1,0,0,0,0.00,1,0.00,0,0,1,0,0,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
DP Vijaykumar,2008-2008,4,1,1,0,0*,-,0,-,0,0,0,0,0,
(Deccan Chargers),,,,,,,,,,,,,,,
VR Aaron,2012-2016,3,-,-,-,-,-,-,-,-,-,-,-,-,
"(Delhi Daredevils, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
KJ Abbott,2016-2016,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
AB Agarkar,2011-2011,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Delhi Daredevils),,,,,,,,,,,,,,,
AN Ahmed,2011-2014,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Mumbai Indians, Royal Challengers Bangalore)",,,,,,,,,,,,,,,
Anand Rajan,2013-2013,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Sunrisers Hyderabad),,,,,,,,,,,,,,,
CJ Anderson,2014-2014,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Mumbai Indians),,,,,,,,,,,,,,,
Ankit Sharma,2012-2013,2,-,-,-,-,-,-,-,-,-,-,-,-,
"(Deccan Chargers, Sunrisers Hyderabad)",,,,,,,,,,,,,,,
Anuj Rawat,2023-2023,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Royal Challengers Bangalore),,,,,,,,,,,,,,,
Anureet Singh,2015-2015,1,-,-,-,-,-,-,-,-,-,-,-,-,
(Kings XI Punjab),,,,,,,,,,,,,,,
Arshdeep Singh,2019-2025,4,-,-,-,-,-,-,-,-,-,-,-,-,
